0	288
3	2
5	3
10	3
11	3
13	1
15	8
16	2
17	2
18	2
19	1
20	5
21	29
22	19
24	1
25	2
26	20
27	7
28	5
29	1
30	1
31	17
32	1
33	11
34	1
35	1
36	25
38	14
40	2
42	38
44	25
45	2
47	25
50	24
52	32
53	1
55	20
56	1
57	42
60	1
61	27
62	1
63	42
65	2
66	34
68	44
70	2
71	2
72	26
73	49
76	1
77	25
78	36
83	21
84	36
85	2
88	23
89	28
90	1
94	30
100	47
