0	26
11	1
13	1
17	1
18	1
20	2
21	13
22	6
24	1
26	11
27	3
31	5
33	4
36	7
38	11
42	25
44	9
45	1
47	16
50	10
52	13
55	8
57	17
61	14
63	20
66	14
68	29
71	1
72	16
73	30
77	10
78	20
83	16
84	17
88	13
89	15
94	21
100	20
